id,diet_type,b1_approach,b2_wag,b3_jump,b4_lick_lips,b5_salivate,b6_bark,b7_eat_fast,b8_sniff,b9_stay_bowl,b10_guard,health_opinion,vet_visits,medication,disease_allergy,disease_behaviour,disease_weight,disease_dental,disease_gi,disease_skin,species,age,sex_neuter,breed_size,activity,diet
587958-587949-65618217,Meat-based – conventional,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Healthy,1,No,0.0,0.0,0.0,0.0,0.0,0.0,Dog,8,"Female, sexually intact",Small (4.5–10.9 kg or 10–24 lb),1 – 3 hrs,Conventional
587958-587949-65635461,Meat-based – conventional,5.0,4.0,2.0,2.0,5.0,2.0,5.0,4.0,5.0,2.0,Generally healthy with minor or infrequent problems,0,No,0.0,0.0,0.0,0.0,0.0,0.0,Dog,15,"Male, castrated",Large (22.7–40.5 kg or 50–89 lb),0 – 30 mins,Conventional
587958-587949-65637735,Meat-based – conventional,2.0,5.0,3.0,4.0,3.0,5.0,2.0,5.0,2.0,2.0,Generally healthy with minor or infrequent problems,Unsure,Yes,0.0,0.0,0.0,0.0,0.0,0.0,Dog,8,"Female, spayed",Medium (11.4–22.3 kg or 25–49 lb),30 – 60 mins,Conventional
587958-587949-65651796,Meat-based – conventional,4.0,2.0,1.0,4.0,2.0,2.0,5.0,2.0,3.0,1.0,Generally healthy with minor or infrequent problems,>3,Yes,0.0,0.0,1.0,0.0,0.0,0.0,Dog,3,"Female, spayed",Medium (11.4–22.3 kg or 25–49 lb),1 – 3 hrs,Conventional
587958-587949-65659447,Meat-based – conventional,5.0,5.0,3.0,4.0,4.0,5.0,5.0,2.0,4.0,5.0,Significant or frequent problems,2,Yes,0.0,0.0,0.0,0.0,0.0,0.0,Dog,6,"Male, castrated",Medium (11.4–22.3 kg or 25–49 lb),30 – 60 mins,Conventional
587958-587949-65664271,Vegan (consuming no animal products),4.0,4.0,4.0,4.0,2.0,4.0,4.0,2.0,4.0,2.0,Healthy,1,No,0.0,0.0,0.0,0.0,0.0,0.0,Dog,6,"Female, spayed",Large (22.7–40.5 kg or 50–89 lb),30 – 60 mins,Vegan
587958-587949-65665850,Vegan (consuming no animal products),2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,Healthy,1,No,0.0,0.0,0.0,0.0,0.0,0.0,Dog,4,"Male, castrated",Small (4.5–10.9 kg or 10–24 lb),30 – 60 mins,Vegan
587958-587949-65666880,Vegan (consuming no animal products),5.0,5.0,1.0,5.0,5.0,1.0,5.0,1.0,3.0,1.0,Healthy,1,Yes,0.0,0.0,0.0,0.0,0.0,0.0,Dog,7,"Male, castrated",Large (22.7–40.5 kg or 50–89 lb),> 3 hrs,Vegan
587958-587949-65667909,Vegan (consuming no animal products),4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,2.0,Healthy,0,No,0.0,0.0,0.0,0.0,0.0,0.0,Dog,9,"Female, spayed",Large (22.7–40.5 kg or 50–89 lb),1 – 3 hrs,Vegan
587958-587949-65671078,Vegan (consuming no animal products),4.0,4.0,3.0,4.0,5.0,3.0,4.0,2.0,4.0,3.0,Healthy,>3,No,0.0,0.0,0.0,0.0,0.0,0.0,Dog,3,"Female, spayed",Giant (> 40.9 kg or > 90 lb),30 – 60 mins,Vegan
587958-587949-65687834,Meat-based – conventional,3.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,3.0,Healthy,1,No,0.0,0.0,0.0,0.0,0.0,0.0,Dog,12,"Male, castrated",Small (4.5–10.9 kg or 10–24 lb),0 – 30 mins,Conventional
587958-587949-65694052,Meat-based – raw,5.0,5.0,4.0,5.0,5.0,4.0,5.0,2.0,5.0,5.0,Generally healthy with minor or infrequent problems,3,Yes,0.0,0.0,0.0,0.0,0.0,0.0,Dog,6,"Female, spayed",Large (22.7–40.5 kg or 50–89 lb),30 – 60 mins,Raw
587958-587949-65711891,Vegan (consuming no animal products),5.0,5.0,2.0,5.0,2.0,2.0,5.0,2.0,5.0,2.0,Healthy,0,No,0.0,0.0,0.0,0.0,0.0,0.0,Dog,14,"Female, spayed",Medium (11.4–22.3 kg or 25–49 lb),0 – 30 mins,Vegan
587958-587949-65738963,Vegan (consuming no animal products),5.0,5.0,4.0,4.0,3.0,2.0,4.0,4.0,5.0,5.0,Healthy,1,No,0.0,0.0,0.0,0.0,0.0,0.0,Dog,13,"Male, castrated",Toy (≤ 4.1 kg or ≤ 9 lb),30 – 60 mins,Vegan
587958-587949-65750613,Meat-based – conventional,5.0,5.0,5.0,5.0,4.0,4.0,5.0,2.0,3.0,2.0,Generally healthy with minor or infrequent problems,3,Yes,0.0,0.0,0.0,0.0,0.0,1.0,Dog,3,"Female, spayed",Small (4.5–10.9 kg or 10–24 lb),30 – 60 mins,Conventional
587958-587949-65782502,Vegan (consuming no animal products),4.0,4.0,3.0,4.0,2.0,,5.0,5.0,2.0,3.0,Healthy,2,Yes,0.0,0.0,0.0,0.0,0.0,0.0,Dog,10,"Male, castrated",Medium (11.4–22.3 kg or 25–49 lb),30 – 60 mins,Vegan
587958-587949-65796567,Meat-based – conventional,4.0,5.0,5.0,3.0,3.0,4.0,5.0,5.0,4.0,3.0,Healthy,1,No,0.0,0.0,0.0,0.0,0.0,0.0,Dog,3,"Female, spayed",Medium (11.4–22.3 kg or 25–49 lb),30 – 60 mins,Conventional
587958-587949-65796755,Meat-based – raw,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,5.0,2.0,Significant or frequent problems,>3,Yes,0.0,0.0,0.0,0.0,0.0,1.0,Dog,9,"Female, spayed",Large (22.7–40.5 kg or 50–89 lb),30 – 60 mins,Raw
587958-587949-65833228,Meat-based – raw,5.0,4.0,4.0,3.0,3.0,4.0,5.0,1.0,3.0,2.0,Healthy,2,No,0.0,0.0,0.0,0.0,0.0,0.0,Dog,6,"Male, castrated",Large (22.7–40.5 kg or 50–89 lb),0 – 30 mins,Raw
587958-587949-65833413,Meat-based – conventional,4.0,5.0,1.0,3.0,3.0,4.0,2.0,3.0,5.0,1.0,Healthy,1,No,0.0,0.0,0.0,0.0,0.0,0.0,Dog,10,"Male, sexually intact",Large (22.7–40.5 kg or 50–89 lb),1 – 3 hrs,Conventional
587958-587949-65835703,Meat-based – raw,3.0,3.0,2.0,4.0,3.0,1.0,2.0,5.0,2.0,1.0,Healthy,0,No,0.0,0.0,0.0,0.0,0.0,0.0,Dog,4,"Male, sexually intact",Medium (11.4–22.3 kg or 25–49 lb),1 – 3 hrs,Raw
587958-587949-65842584,Meat-based – conventional,3.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,2.0,Generally healthy with minor or infrequent problems,2,Yes,0.0,0.0,0.0,0.0,1.0,0.0,Dog,10,"Male, castrated",Small (4.5–10.9 kg or 10–24 lb),30 – 60 mins,Conventional
587958-587949-65847334,Meat-based – raw,5.0,3.0,2.0,4.0,4.0,2.0,5.0,3.0,5.0,2.0,Healthy,1,No,0.0,0.0,0.0,0.0,0.0,0.0,Dog,2,"Male, castrated",Medium (11.4–22.3 kg or 25–49 lb),30 – 60 mins,Raw
587958-587949-65847756,Meat-based – conventional,2.0,2.0,2.0,5.0,2.0,4.0,2.0,5.0,2.0,1.0,Generally healthy with minor or infrequent problems,3,Yes,0.0,0.0,0.0,1.0,0.0,1.0,Dog,7,"Female, spayed",Small (4.5–10.9 kg or 10–24 lb),1 – 3 hrs,Conventional
587958-587949-65847618,Meat-based – conventional,2.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,1.0,,Generally healthy with minor or infrequent problems,3,Yes,0.0,0.0,0.0,0.0,0.0,0.0,Dog,3,"Male, castrated",Small (4.5–10.9 kg or 10–24 lb),1 – 3 hrs,Conventional
587958-587949-65851233,Meat-based – conventional,2.0,4.0,2.0,3.0,2.0,2.0,2.0,5.0,3.0,2.0,Generally healthy with minor or infrequent problems,0,Yes,0.0,0.0,0.0,0.0,0.0,0.0,Dog,11,"Female, spayed",Large (22.7–40.5 kg or 50–89 lb),1 – 3 hrs,Conventional
587958-587949-65859825,Meat-based – conventional,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,Healthy,1,No,0.0,0.0,0.0,0.0,0.0,0.0,Dog,7,"Male, castrated",Large (22.7–40.5 kg or 50–89 lb),30 – 60 mins,Conventional
587958-587949-65870880,Meat-based – raw,5.0,4.0,5.0,5.0,2.0,2.0,5.0,2.0,5.0,5.0,Healthy,2,No,0.0,0.0,0.0,0.0,0.0,0.0,Dog,11,"Male, castrated",Small (4.5–10.9 kg or 10–24 lb),1 – 3 hrs,Raw
587958-587949-65874876,Meat-based – conventional,5.0,5.0,2.0,4.0,3.0,3.0,3.0,2.0,2.0,1.0,Generally healthy with minor or infrequent problems,1,Yes,0.0,0.0,0.0,0.0,0.0,0.0,Dog,10,"Female, spayed",Giant (> 40.9 kg or > 90 lb),30 – 60 mins,Conventional
587958-587949-65881811,Meat-based – conventional,4.0,4.0,3.0,5.0,4.0,1.0,4.0,2.0,3.0,1.0,Healthy,0,No,0.0,0.0,0.0,0.0,0.0,0.0,Dog,3,"Female, spayed",Medium (11.4–22.3 kg or 25–49 lb),1 – 3 hrs,Conventional
587958-587949-65882185,Meat-based – conventional,4.0,4.0,1.0,4.0,2.0,2.0,4.0,4.0,1.0,1.0,Healthy,2,Yes,0.0,0.0,0.0,0.0,0.0,0.0,Dog,5,"Male, castrated",Large (22.7–40.5 kg or 50–89 lb),1 – 3 hrs,Conventional
587958-587949-65884952,Meat-based – conventional,5.0,5.0,2.0,4.0,4.0,1.0,3.0,5.0,1.0,1.0,Healthy,2,Yes,0.0,0.0,0.0,0.0,0.0,0.0,Dog,5,"Male, castrated",Medium (11.4–22.3 kg or 25–49 lb),> 3 hrs,Conventional
587958-587949-65888955,Meat-based – raw,5.0,5.0,5.0,5.0,5.0,2.0,5.0,2.0,5.0,1.0,Healthy,1,No,0.0,0.0,0.0,0.0,0.0,0.0,Dog,2,"Male, castrated",Large (22.7–40.5 kg or 50–89 lb),1 – 3 hrs,Raw
587958-587949-65889530,Vegan (consuming no animal products),5.0,5.0,2.0,5.0,5.0,2.0,5.0,2.0,5.0,2.0,Generally healthy with minor or infrequent problems,2,Yes,0.0,0.0,0.0,0.0,0.0,0.0,Dog,6,"Male, castrated",Large (22.7–40.5 kg or 50–89 lb),30 – 60 mins,Vegan
587958-587949-65892528,Meat-based – conventional,4.0,3.0,3.0,4.0,4.0,2.0,5.0,3.0,4.0,3.0,Generally healthy with minor or infrequent problems,2,Yes,0.0,0.0,0.0,0.0,0.0,0.0,Dog,7,"Female, spayed",Large (22.7–40.5 kg or 50–89 lb),1 – 3 hrs,Conventional
587958-587949-65897383,Meat-based – raw,5.0,4.0,2.0,2.0,3.0,2.0,2.0,3.0,4.0,3.0,Healthy,1,No,0.0,0.0,0.0,0.0,0.0,0.0,Dog,6,"Female, spayed",Large (22.7–40.5 kg or 50–89 lb),1 – 3 hrs,Raw
587958-587949-65898523,Meat-based – raw,5.0,5.0,3.0,5.0,3.0,5.0,5.0,1.0,5.0,1.0,Generally healthy with minor or infrequent problems,1,Yes,0.0,0.0,0.0,0.0,0.0,0.0,Dog,10,"Male, castrated",Medium (11.4–22.3 kg or 25–49 lb),30 – 60 mins,Raw
587958-587949-65910115,Meat-based – conventional,3.0,4.0,1.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,Generally healthy with minor or infrequent problems,2,Yes,0.0,0.0,0.0,0.0,0.0,0.0,Dog,7,"Male, castrated",Medium (11.4–22.3 kg or 25–49 lb),1 – 3 hrs,Conventional
587958-587949-65905691,Vegan (consuming no animal products),4.0,5.0,5.0,5.0,5.0,1.0,3.0,3.0,5.0,5.0,Healthy,0,No,0.0,0.0,0.0,0.0,0.0,0.0,Dog,3,"Female, sexually intact",Medium (11.4–22.3 kg or 25–49 lb),30 – 60 mins,Vegan
587958-587949-65918680,Meat-based – conventional,2.0,4.0,1.0,2.0,2.0,1.0,1.0,3.0,3.0,1.0,Generally healthy with minor or infrequent problems,1,No,0.0,0.0,0.0,0.0,0.0,0.0,Dog,8,"Female, spayed",Large (22.7–40.5 kg or 50–89 lb),> 3 hrs,Conventional
587958-587949-65925488,Meat-based – raw,5.0,5.0,1.0,5.0,5.0,4.0,4.0,2.0,2.0,1.0,Healthy,0,No,0.0,0.0,0.0,0.0,0.0,0.0,Dog,10,"Male, castrated",Large (22.7–40.5 kg or 50–89 lb),30 – 60 mins,Raw
587958-587949-65925519,Meat-based – conventional,2.0,4.0,1.0,,4.0,2.0,2.0,4.0,2.0,1.0,Generally healthy with minor or infrequent problems,1,No,0.0,0.0,0.0,0.0,0.0,0.0,Dog,13,"Male, castrated",Large (22.7–40.5 kg or 50–89 lb),1 – 3 hrs,Conventional
587958-587949-65927483,Meat-based – conventional,4.0,3.0,2.0,4.0,2.0,1.0,3.0,3.0,3.0,1.0,Significant or frequent problems,>3,Yes,0.0,0.0,0.0,0.0,1.0,0.0,Dog,5,"Female, spayed",Medium (11.4–22.3 kg or 25–49 lb),1 – 3 hrs,Conventional
587958-587949-65944079,Vegan (consuming no animal products),4.0,4.0,3.0,3.0,4.0,2.0,3.0,4.0,4.0,4.0,Healthy,1,No,0.0,0.0,0.0,1.0,0.0,0.0,Dog,16,"Male, castrated",Medium (11.4–22.3 kg or 25–49 lb),30 – 60 mins,Vegan
587958-587949-65946837,Meat-based – conventional,3.0,3.0,2.0,3.0,3.0,1.0,4.0,4.0,3.0,1.0,Healthy,0,No,0.0,0.0,0.0,0.0,0.0,0.0,Dog,15,"Male, castrated",Small (4.5–10.9 kg or 10–24 lb),30 – 60 mins,Conventional
587958-587949-65956626,Meat-based – conventional,5.0,3.0,2.0,3.0,3.0,1.0,4.0,2.0,3.0,1.0,Healthy,0,No,0.0,0.0,0.0,0.0,0.0,0.0,Dog,10,"Male, sexually intact",Large (22.7–40.5 kg or 50–89 lb),1 – 3 hrs,Conventional
587958-587949-65993983,Meat-based – raw,2.0,4.0,1.0,4.0,5.0,2.0,3.0,2.0,1.0,1.0,Significant or frequent problems,>3,Yes,0.0,0.0,0.0,0.0,0.0,0.0,Dog,4,"Female, spayed",Large (22.7–40.5 kg or 50–89 lb),30 – 60 mins,Raw
587958-587949-66000844,Meat-based – conventional,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,Healthy,Unsure,No,0.0,0.0,0.0,0.0,0.0,0.0,Dog,19,"Male, castrated",Medium (11.4–22.3 kg or 25–49 lb),1 – 3 hrs,Conventional
587958-587949-66101304,Meat-based – conventional,5.0,5.0,4.0,4.0,4.0,3.0,4.0,2.0,4.0,2.0,Generally healthy with minor or infrequent problems,1,No,0.0,0.0,0.0,0.0,0.0,0.0,Dog,10,"Female, spayed",Small (4.5–10.9 kg or 10–24 lb),30 – 60 mins,Conventional
587958-587949-66124928,Vegan (consuming no animal products),2.0,3.0,1.0,5.0,5.0,1.0,2.0,5.0,2.0,5.0,Generally healthy with minor or infrequent problems,2,No,0.0,0.0,0.0,0.0,0.0,0.0,Dog,8,"Male, castrated",Medium (11.4–22.3 kg or 25–49 lb),1 – 3 hrs,Vegan
587958-587949-66127054,Meat-based – conventional,2.0,5.0,2.0,3.0,5.0,2.0,1.0,2.0,2.0,2.0,Healthy,1,No,0.0,0.0,0.0,0.0,0.0,0.0,Dog,2,"Male, sexually intact",Giant (> 40.9 kg or > 90 lb),1 – 3 hrs,Conventional
587958-587949-66127735,Meat-based – conventional,2.0,3.0,2.0,5.0,3.0,2.0,2.0,2.0,4.0,3.0,Healthy,1,Yes,0.0,0.0,0.0,0.0,0.0,0.0,Dog,6,"Female, spayed",Large (22.7–40.5 kg or 50–89 lb),30 – 60 mins,Conventional
587958-587949-66145165,Vegan (consuming no animal products),3.0,4.0,2.0,2.0,3.0,2.0,3.0,5.0,4.0,2.0,Healthy,0,No,0.0,0.0,0.0,0.0,0.0,0.0,Dog,11,"Female, spayed",Small (4.5–10.9 kg or 10–24 lb),30 – 60 mins,Vegan
587958-587949-66149464,Meat-based – conventional,4.0,3.0,2.0,4.0,2.0,2.0,3.0,4.0,4.0,4.0,Significant or frequent problems,3,Yes,0.0,0.0,0.0,0.0,0.0,0.0,Dog,9,"Female, spayed",Small (4.5–10.9 kg or 10–24 lb),30 – 60 mins,Conventional
587958-587949-66159877,Meat-based – raw,4.0,4.0,2.0,4.0,4.0,2.0,4.0,2.0,4.0,2.0,Healthy,0,No,0.0,0.0,0.0,0.0,0.0,0.0,Dog,8,"Male, sexually intact",Large (22.7–40.5 kg or 50–89 lb),1 – 3 hrs,Raw
587958-587949-66183051,Meat-based – conventional,3.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,1.0,Healthy,>3,Yes,0.0,0.0,1.0,0.0,0.0,0.0,Dog,3,"Male, castrated",Medium (11.4–22.3 kg or 25–49 lb),1 – 3 hrs,Conventional
587958-587949-66183315,Meat-based – raw,4.0,4.0,1.0,4.0,4.0,1.0,4.0,4.0,2.0,1.0,Healthy,1,No,0.0,0.0,0.0,0.0,0.0,0.0,Dog,11,"Male, sexually intact",Medium (11.4–22.3 kg or 25–49 lb),30 – 60 mins,Raw
587958-587949-66184178,Meat-based – conventional,5.0,2.0,2.0,2.0,2.0,2.0,5.0,4.0,5.0,4.0,Generally healthy with minor or infrequent problems,1,Yes,0.0,0.0,0.0,0.0,0.0,0.0,Dog,8,"Male, castrated",Medium (11.4–22.3 kg or 25–49 lb),1 – 3 hrs,Conventional
587958-587949-66186693,Meat-based – conventional,4.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,1.0,Generally healthy with minor or infrequent problems,>3,Yes,0.0,0.0,0.0,1.0,0.0,0.0,Dog,14,"Male, castrated",Medium (11.4–22.3 kg or 25–49 lb),1 – 3 hrs,Conventional
587958-587949-66187630,Meat-based – raw,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,3.0,Healthy,1,Yes,0.0,0.0,0.0,0.0,0.0,0.0,Dog,7,"Male, castrated",Large (22.7–40.5 kg or 50–89 lb),1 – 3 hrs,Raw
587958-587949-66187708,Meat-based – raw,5.0,4.0,2.0,4.0,5.0,5.0,5.0,2.0,3.0,1.0,Healthy,1,No,0.0,0.0,0.0,0.0,0.0,0.0,Dog,12,"Female, spayed",Large (22.7–40.5 kg or 50–89 lb),1 – 3 hrs,Raw
587958-587949-66188839,Meat-based – conventional,4.0,4.0,2.0,2.0,4.0,1.0,4.0,2.0,4.0,1.0,Healthy,1,No,0.0,0.0,0.0,0.0,0.0,0.0,Dog,11,"Female, spayed",Medium (11.4–22.3 kg or 25–49 lb),1 – 3 hrs,Conventional
587958-587949-66189611,Meat-based – conventional,4.0,4.0,3.0,5.0,3.0,2.0,4.0,2.0,4.0,1.0,Generally healthy with minor or infrequent problems,2,Yes,0.0,0.0,0.0,0.0,0.0,0.0,Dog,5,"Female, spayed",Small (4.5–10.9 kg or 10–24 lb),1 – 3 hrs,Conventional
587958-587949-66189661,Meat-based – conventional,5.0,5.0,4.0,4.0,2.0,5.0,3.0,2.0,3.0,4.0,Generally healthy with minor or infrequent problems,2,Yes,0.0,0.0,0.0,0.0,0.0,1.0,Dog,2,"Female, spayed",Small (4.5–10.9 kg or 10–24 lb),30 – 60 mins,Conventional
587958-587949-66192404,Meat-based – conventional,5.0,5.0,4.0,2.0,2.0,4.0,5.0,2.0,4.0,2.0,Significant or frequent problems,1,Yes,0.0,0.0,0.0,0.0,0.0,0.0,Dog,11,"Female, spayed",Large (22.7–40.5 kg or 50–89 lb),30 – 60 mins,Conventional
587958-587949-66192973,Meat-based – conventional,3.0,4.0,3.0,2.0,2.0,2.0,3.0,4.0,3.0,3.0,Healthy,2,No,0.0,0.0,0.0,0.0,0.0,1.0,Dog,1,"Male, castrated",Medium (11.4–22.3 kg or 25–49 lb),1 – 3 hrs,Conventional
587958-587949-66193773,Meat-based – conventional,3.0,2.0,2.0,4.0,3.0,2.0,2.0,3.0,2.0,1.0,Generally healthy with minor or infrequent problems,3,Yes,0.0,0.0,0.0,0.0,0.0,1.0,Dog,3,"Female, sexually intact",Medium (11.4–22.3 kg or 25–49 lb),1 – 3 hrs,Conventional
587958-587949-66193879,Meat-based – raw,5.0,5.0,1.0,1.0,5.0,1.0,1.0,1.0,5.0,1.0,Healthy,2,Yes,0.0,0.0,0.0,0.0,0.0,0.0,Dog,10,"Female, spayed",Medium (11.4–22.3 kg or 25–49 lb),30 – 60 mins,Raw
587958-587949-66194634,Meat-based – conventional,5.0,5.0,1.0,3.0,3.0,1.0,5.0,2.0,5.0,1.0,Generally healthy with minor or infrequent problems,>3,Yes,0.0,0.0,0.0,0.0,1.0,0.0,Dog,10,"Male, castrated",Small (4.5–10.9 kg or 10–24 lb),1 – 3 hrs,Conventional
587958-587949-66195869,Meat-based – conventional,2.0,4.0,1.0,2.0,4.0,1.0,2.0,4.0,4.0,1.0,Significant or frequent problems,>3,Yes,0.0,0.0,0.0,0.0,1.0,1.0,Dog,10,"Male, castrated",Large (22.7–40.5 kg or 50–89 lb),1 – 3 hrs,Conventional
587958-587949-66198929,Meat-based – raw,5.0,5.0,1.0,5.0,2.0,1.0,2.0,4.0,4.0,1.0,Healthy,1,No,0.0,0.0,0.0,0.0,0.0,0.0,Dog,1,"Female, spayed",Large (22.7–40.5 kg or 50–89 lb),30 – 60 mins,Raw
587958-587949-66199620,Meat-based – conventional,4.0,4.0,2.0,4.0,2.0,2.0,4.0,5.0,4.0,4.0,Healthy,1,No,0.0,0.0,0.0,0.0,0.0,0.0,Dog,2,"Male, castrated",Medium (11.4–22.3 kg or 25–49 lb),1 – 3 hrs,Conventional
587958-587949-66200003,Meat-based – raw,3.0,5.0,2.0,4.0,2.0,2.0,4.0,3.0,4.0,2.0,Healthy,1,No,0.0,0.0,0.0,0.0,0.0,0.0,Dog,7,"Male, castrated",Medium (11.4–22.3 kg or 25–49 lb),30 – 60 mins,Raw
587958-587949-66200250,Meat-based – conventional,5.0,5.0,3.0,4.0,4.0,5.0,5.0,5.0,,,Generally healthy with minor or infrequent problems,2,Yes,0.0,0.0,0.0,0.0,0.0,0.0,Dog,12,"Male, castrated",Medium (11.4–22.3 kg or 25–49 lb),30 – 60 mins,Conventional
587958-587949-66200517,Meat-based – raw,5.0,5.0,3.0,4.0,4.0,2.0,4.0,1.0,5.0,3.0,Significant or frequent problems,1,Yes,0.0,0.0,0.0,0.0,0.0,1.0,Dog,2,"Female, sexually intact",Large (22.7–40.5 kg or 50–89 lb),1 – 3 hrs,Raw
587958-587949-66200174,Meat-based – raw,5.0,5.0,5.0,5.0,3.0,2.0,4.0,2.0,2.0,2.0,Healthy,1,Yes,1.0,0.0,0.0,0.0,0.0,0.0,Dog,3,"Male, castrated",Large (22.7–40.5 kg or 50–89 lb),1 – 3 hrs,Raw
587958-587949-66200496,Meat-based – conventional,3.0,4.0,1.0,1.0,2.0,1.0,3.0,5.0,3.0,1.0,Healthy,1,No,0.0,0.0,0.0,0.0,0.0,0.0,Dog,3,"Female, spayed",Medium (11.4–22.3 kg or 25–49 lb),30 – 60 mins,Conventional
587958-587949-66202715,Meat-based – conventional,2.0,4.0,1.0,3.0,2.0,2.0,2.0,4.0,1.0,1.0,Healthy,1,No,0.0,0.0,0.0,0.0,0.0,0.0,Dog,14,"Female, spayed",Large (22.7–40.5 kg or 50–89 lb),30 – 60 mins,Conventional
587958-587949-66203531,Meat-based – raw,5.0,3.0,2.0,5.0,5.0,1.0,4.0,4.0,3.0,1.0,Generally healthy with minor or infrequent problems,2,Yes,0.0,0.0,0.0,0.0,0.0,0.0,Dog,4,"Female, spayed",Large (22.7–40.5 kg or 50–89 lb),1 – 3 hrs,Raw
587958-587949-66203690,Meat-based – conventional,4.0,5.0,4.0,3.0,2.0,4.0,4.0,1.0,3.0,2.0,Healthy,2,Yes,0.0,0.0,0.0,0.0,0.0,0.0,Dog,2,"Male, sexually intact",Medium (11.4–22.3 kg or 25–49 lb),30 – 60 mins,Conventional
587958-587949-66203626,Meat-based – raw,5.0,5.0,4.0,3.0,2.0,2.0,4.0,1.0,3.0,1.0,Healthy,1,No,0.0,0.0,0.0,0.0,0.0,0.0,Dog,4,"Female, sexually intact",Medium (11.4–22.3 kg or 25–49 lb),1 – 3 hrs,Raw
587958-587949-66204737,Meat-based – conventional,5.0,5.0,1.0,4.0,3.0,1.0,4.0,4.0,3.0,1.0,Generally healthy with minor or infrequent problems,0,No,0.0,0.0,0.0,0.0,0.0,0.0,Dog,11,"Female, spayed",Medium (11.4–22.3 kg or 25–49 lb),0 – 30 mins,Conventional
587958-587949-66205373,Meat-based – raw,4.0,3.0,4.0,4.0,5.0,4.0,4.0,,4.0,3.0,Healthy,0,No,0.0,0.0,0.0,0.0,0.0,0.0,Dog,3,"Male, sexually intact",Large (22.7–40.5 kg or 50–89 lb),1 – 3 hrs,Raw
587958-587949-66205398,Vegan (consuming no animal products),5.0,5.0,5.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,Healthy,1,No,0.0,0.0,0.0,0.0,0.0,0.0,Dog,4,"Male, castrated",Large (22.7–40.5 kg or 50–89 lb),1 – 3 hrs,Vegan
587958-587949-66206156,Meat-based – raw,5.0,5.0,4.0,5.0,4.0,4.0,4.0,3.0,3.0,1.0,Generally healthy with minor or infrequent problems,2,No,0.0,0.0,0.0,0.0,0.0,0.0,Dog,7,"Male, sexually intact",Medium (11.4–22.3 kg or 25–49 lb),1 – 3 hrs,Raw
587958-587949-66206257,Vegan (consuming no animal products),2.0,,2.0,2.0,2.0,2.0,3.0,5.0,5.0,2.0,Significant or frequent problems,>3,Yes,0.0,0.0,0.0,0.0,0.0,0.0,Dog,3,"Male, sexually intact",Large (22.7–40.5 kg or 50–89 lb),30 – 60 mins,Vegan
587958-587949-66207388,Meat-based – conventional,5.0,4.0,1.0,5.0,5.0,1.0,5.0,1.0,5.0,1.0,Healthy,1,No,0.0,0.0,0.0,0.0,0.0,0.0,Dog,7,"Female, spayed",Large (22.7–40.5 kg or 50–89 lb),1 – 3 hrs,Conventional
587958-587949-66207561,Meat-based – raw,5.0,4.0,2.0,,1.0,1.0,3.0,1.0,2.0,1.0,Healthy,1,No,0.0,0.0,0.0,0.0,0.0,0.0,Dog,1,"Male, sexually intact",Large (22.7–40.5 kg or 50–89 lb),1 – 3 hrs,Raw
587958-587949-66207650,Meat-based – raw,5.0,5.0,2.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,Healthy,2,No,0.0,0.0,0.0,0.0,0.0,0.0,Dog,14,"Female, sexually intact",Medium (11.4–22.3 kg or 25–49 lb),30 – 60 mins,Raw
587958-587949-66208650,Meat-based – conventional,5.0,5.0,3.0,3.0,3.0,4.0,3.0,4.0,5.0,5.0,Healthy,2,Yes,0.0,1.0,0.0,0.0,0.0,0.0,Dog,2,"Male, castrated",Small (4.5–10.9 kg or 10–24 lb),30 – 60 mins,Conventional
587958-587949-66210716,Meat-based – conventional,5.0,5.0,1.0,5.0,4.0,5.0,5.0,2.0,4.0,1.0,Healthy,0,No,0.0,0.0,0.0,0.0,0.0,0.0,Dog,16,"Male, castrated",Large (22.7–40.5 kg or 50–89 lb),30 – 60 mins,Conventional
587958-587949-66210856,Meat-based – raw,5.0,5.0,5.0,5.0,5.0,4.0,5.0,1.0,4.0,1.0,Healthy,1,No,0.0,0.0,0.0,0.0,0.0,0.0,Dog,8,"Female, spayed",Small (4.5–10.9 kg or 10–24 lb),30 – 60 mins,Raw
